Season,Week,Name,industry,Judge_Score,vote_share,Fan_Share,uncertainty,Is_Eliminated,eliminated_week,Rank_Judge,Rank_Fan,Rank_Sum,Final_Place_RankMethod,Eliminated_By_Rank,Pct_Judge,Pct_Fan,Pct_Total,Final_Place_PctMethod,Eliminated_By_Pct
10,9,Chad Ochocinco,Athlete,26.0,0.2002,0.21000731,0.08,1,9,4.0,4.0,8.0,4.0,1,23.008849557522122,21.000730369978086,44.00957992750021,4.0,1
10,9,Erin Andrews,Sports Broadcaster,28.0,0.2403,0.24485716,0.05,0,99,3.0,3.0,6.0,3.0,0,24.778761061946902,24.48571526542854,49.26447632737544,3.0,0
10,9,Evan Lysacek,Athlete,29.5,0.2708,0.2571854,0.05,0,99,1.0,2.0,3.0,2.0,0,26.10619469026549,25.71853922844382,51.82473391870931,2.0,0
10,9,Nicole Scherzinger,Singer/Rapper,29.5,0.2887,0.28795016,0.05,0,99,1.0,1.0,2.0,1.0,0,26.10619469026549,28.795015136149544,54.901209826415034,1.0,0
10,10,Erin Andrews,Sports Broadcaster,26.9998,0.2462,0.2554146,0.05,0,99,2.0,3.0,5.0,2.0,1,32.66123276502368,25.541461021658442,58.20269378668212,3.0,1
10,10,Evan Lysacek,Athlete,26.8887,0.3528,0.34906566,0.05,0,99,3.0,2.0,5.0,2.0,1,32.5268368450467,34.906567396262695,67.4334042413094,2.0,0
10,10,Nicole Scherzinger,Singer/Rapper,28.7777,0.401,0.3955197,0.05,0,99,1.0,1.0,2.0,1.0,0,34.81193038992962,39.55197158207886,74.36390197200848,1.0,0
11,1,Audrina Patridge,TV Personality,19.0,0.0805,0.080313265,0.05,0,6,5.0,9.0,14.0,7.0,0,8.370044052863436,8.031326781096437,16.401370833959874,7.0,0
11,1,Brandy,Singer/Rapper,23.0,0.0923,0.09530751,0.05,0,9,2.0,1.0,3.0,1.0,0,10.13215859030837,9.530751333576298,19.66290992388467,2.0,0
11,1,Bristol Palin,TV Personality,18.0,0.0805,0.08038978,0.05,0,99,7.0,8.0,15.0,9.0,0,7.929515418502203,8.03897828136424,15.968493699866443,8.0,0
11,1,David Hasselhoff,Actor/Actress,15.0,0.067,0.06457587,0.08,1,1,10.0,12.0,22.0,12.0,1,6.607929515418502,6.457587226015553,13.065516741434056,12.0,1
11,1,Florence Henderson,Actor/Actress,18.0,0.0881,0.08956116,0.05,0,5,7.0,4.0,11.0,5.0,0,7.929515418502203,8.956116313464072,16.885631731966274,5.0,0
11,1,Jennifer Grey,Actor/Actress,24.0,0.0866,0.09108796,0.05,0,99,1.0,2.0,3.0,1.0,0,10.572687224669604,9.10879631880787,19.681483543477476,1.0,0
11,1,Kurt Warner,Athlete,19.0,0.0811,0.08265121,0.05,0,8,5.0,7.0,12.0,6.0,0,8.370044052863436,8.265121289279245,16.63516534214268,6.0,0
11,1,Kyle Massey,Actor/Actress,23.0,0.0882,0.09024477,0.05,0,99,2.0,3.0,5.0,3.0,0,10.13215859030837,9.024477315856707,19.15663590616508,3.0,0
11,1,Margaret Cho,Comedian,15.0,0.0805,0.07411785,0.05,0,3,10.0,11.0,21.0,11.0,0,6.607929515418502,7.4117852594124845,14.019714774830987,11.0,0
11,1,Michael Bolton,Singer/Rapper,16.0,0.0912,0.08901783,0.05,0,2,9.0,5.0,14.0,7.0,0,7.048458149779736,8.901783311562417,15.950241461342152,9.0,0
11,1,Rick Fox,Athlete,22.0,0.0837,0.08450536,0.05,0,7,4.0,6.0,10.0,4.0,0,9.691629955947137,8.45053629576877,18.142166251715906,4.0,0
11,1,The Situation,TV Personality,15.0,0.0805,0.0782274,0.05,0,4,10.0,10.0,20.0,10.0,0,6.607929515418502,7.82274027379591,14.430669789214413,10.0,0
11,2,Audrina Patridge,TV Personality,23.0,0.0877,0.08925388,0.05,0,6,2.0,8.0,10.0,4.0,0,10.407239819004525,8.925387544805234,19.33262736380976,4.0,0
11,2,Brandy,Singer/Rapper,21.0,0.1023,0.10155818,0.05,0,9,5.0,1.0,6.0,2.0,0,9.502262443438914,10.155817482053308,19.658079925492224,3.0,0
11,2,Bristol Palin,TV Personality,22.0,0.0891,0.089387365,0.05,0,99,3.0,7.0,10.0,4.0,0,9.95475113122172,8.938736044124461,18.89348717534618,5.0,0
11,2,Florence Henderson,Actor/Actress,19.0,0.0981,0.09840536,0.05,0,5,8.0,3.0,11.0,7.0,0,8.597285067873303,9.84053549813269,18.437820566005993,8.0,0
11,2,Jennifer Grey,Actor/Actress,24.0,0.0973,0.098534614,0.05,0,99,1.0,2.0,3.0,1.0,0,10.85972850678733,9.853460897473495,20.713189404260824,1.0,0
11,2,Kurt Warner,Athlete,21.0,0.0877,0.09051295,0.05,0,8,5.0,6.0,11.0,7.0,0,9.502262443438914,9.051294538383978,18.553556981822894,7.0,0
11,2,Kyle Massey,Actor/Actress,22.0,0.0987,0.09829915,0.05,0,99,3.0,4.0,7.0,3.0,0,9.95475113122172,9.829914498674361,19.784665629896082,2.0,0
11,2,Margaret Cho,Comedian,18.0,0.0877,0.08556264,0.05,0,3,9.0,10.0,19.0,10.0,0,8.144796380090497,8.556263563630557,16.701059943721056,10.0,0
11,2,Michael Bolton,Singer/Rapper,12.0,0.073,0.069794476,0.08,1,2,11.0,11.0,22.0,11.0,1,5.429864253393665,6.97944724404819,12.409311497441855,11.0,1
11,2,Rick Fox,Athlete,21.0,0.0908,0.09183288,0.05,0,7,5.0,5.0,10.0,4.0,0,9.502262443438914,9.183287531652336,18.68554997509125,6.0,0
11,2,The Situation,TV Personality,18.0,0.0877,0.086858556,0.05,0,4,9.0,9.0,18.0,9.0,0,8.144796380090497,8.685855157021386,16.830651537111883,9.0,0
11,3,Audrina Patridge,TV Personality,26.0,0.0947,0.09882046,0.05,0,6,1.0,7.0,8.0,4.0,0,11.76470588235294,9.88204588141545,21.646751763768393,2.0,0
11,3,Brandy,Singer/Rapper,24.0,0.1094,0.11132527,0.05,0,9,2.0,1.0,3.0,1.0,0,10.85972850678733,11.13252686640968,21.99225537319701,1.0,0
11,3,Bristol Palin,TV Personality,19.0,0.096,0.09597322,0.05,0,99,9.0,9.0,18.0,9.0,0,8.597285067873303,9.597321884832139,18.194606952705442,9.0,0
11,3,Florence Henderson,Actor/Actress,20.0,0.1106,0.107236736,0.05,0,5,7.0,2.0,9.0,5.0,0,9.049773755656108,10.72367347131592,19.773447226972028,7.0,0
11,3,Jennifer Grey,Actor/Actress,24.0,0.1054,0.10647175,0.05,0,99,2.0,3.0,5.0,2.0,0,10.85972850678733,10.647174872233903,21.50690337902123,3.0,0
11,3,Kurt Warner,Athlete,23.0,0.0955,0.09934359,0.05,0,8,5.0,6.0,11.0,7.0,0,10.407239819004525,9.934358880787695,20.341598699792222,6.0,0
11,3,Kyle Massey,Actor/Actress,23.0,0.1069,0.10560821,0.05,0,99,5.0,4.0,9.0,5.0,0,10.407239819004525,10.560820873270151,20.968060692274676,5.0,0
11,3,Margaret Cho,Comedian,18.0,0.0788,0.0769205,0.08,1,3,10.0,10.0,20.0,10.0,1,8.144796380090497,7.692049907695403,15.8368462877859,10.0,1
11,3,Rick Fox,Athlete,24.0,0.1035,0.101468936,0.05,0,7,2.0,5.0,7.0,3.0,0,10.85972850678733,10.14689347823728,21.00662198502461,4.0,0
11,3,The Situation,TV Personality,20.0,0.0993,0.09683134,0.05,0,4,7.0,8.0,15.0,8.0,0,9.049773755656108,9.683133883802395,18.732907639458503,8.0,0
11,4,Audrina Patridge,TV Personality,23.0,0.1075,0.10935469,0.05,0,6,3.0,6.0,9.0,4.0,0,12.849162011173185,10.935468715677816,23.784630726851,3.0,0
11,4,Brandy,Singer/Rapper,24.0,0.1256,0.12272165,0.05,0,9,2.0,2.0,4.0,2.0,0,13.40782122905028,12.27216468092372,25.679985909974,2.0,0
11,4,Bristol Palin,TV Personality,16.0,0.1039,0.10616133,0.05,0,99,8.0,8.0,16.0,8.0,0,8.938547486033519,10.616132723980549,19.55468021001407,8.0,0
11,4,Florence Henderson,Actor/Actress,17.5,0.1227,0.11706852,0.05,0,5,6.0,3.0,9.0,4.0,0,9.776536312849162,11.706851695621856,21.483388008471017,6.0,0
11,4,Jennifer Grey,Actor/Actress,28.0,0.1201,0.12318327,0.05,0,99,1.0,1.0,2.0,1.0,0,15.64245810055866,12.318326679723507,27.960784780282168,1.0,0
11,4,Kurt Warner,Athlete,17.0,0.1101,0.10881967,0.05,0,8,7.0,7.0,14.0,7.0,0,9.497206703910614,10.881966717068865,20.379173420979477,7.0,0
11,4,Kyle Massey,Actor/Actress,20.0,0.1176,0.11472324,0.05,0,99,4.0,4.0,8.0,3.0,0,11.1731843575419,11.472323701719585,22.645508059261484,4.0,0
11,4,Rick Fox,Athlete,19.5,0.106,0.11022833,0.05,0,7,5.0,5.0,10.0,6.0,0,10.893854748603351,11.02283271340635,21.9166874620097,5.0,0
11,4,The Situation,TV Personality,14.0,0.0865,0.087739326,0.08,1,4,9.0,9.0,18.0,9.0,1,7.82122905027933,8.77393237187776,16.59516142215709,9.0,1
11,5,Audrina Patridge,TV Personality,23.0,0.1226,0.12266203,0.05,0,6,5.0,5.0,10.0,5.0,0,12.637362637362637,12.266203318921287,24.903565956283924,5.0,0
11,5,Brandy,Singer/Rapper,27.0,0.137,0.13927108,0.05,0,9,1.0,1.0,2.0,1.0,0,14.835164835164836,13.927108362104818,28.762273197269653,1.0,0
11,5,Bristol Palin,TV Personality,18.0,0.1226,0.12101461,0.05,0,99,8.0,7.0,15.0,8.0,1,9.89010989010989,12.101461314637994,21.991571204747885,8.0,1
11,5,Florence Henderson,Actor/Actress,21.0,0.1021,0.105044104,0.08,1,5,6.0,8.0,14.0,7.0,0,11.538461538461538,10.504410673114679,22.042872211576217,7.0,0
11,5,Jennifer Grey,Actor/Actress,25.0,0.1344,0.13403939,0.05,0,99,2.0,2.0,4.0,2.0,0,13.736263736263737,13.403939348502425,27.140203084766163,2.0,0
11,5,Kurt Warner,Athlete,24.0,0.1226,0.12217958,0.05,0,8,3.0,6.0,9.0,4.0,0,13.186813186813188,12.217958317666916,25.404771504480102,4.0,0
11,5,Kyle Massey,Actor/Actress,20.0,0.136,0.13175328,0.05,0,99,7.0,3.0,10.0,5.0,0,10.989010989010989,13.175328342558537,24.164339331569526,6.0,0
11,5,Rick Fox,Athlete,24.0,0.1226,0.1240359,0.05,0,7,3.0,4.0,7.0,3.0,0,13.186813186813188,12.403590322493349,25.590403509306537,3.0,0
11,6,Audrina Patridge,TV Personality,31.9998,0.1155,0.11118228,0.08,1,6,2.0,7.0,9.0,5.0,0,15.45889285615942,11.118227221724093,26.577120077883514,6.0,0
11,6,Brandy,Singer/Rapper,35.9999,0.1617,0.16211389,0.05,0,9,1.0,1.0,2.0,1.0,0,17.391314849856983,16.211387865202852,33.602702715059834,1.0,0
11,6,Bristol Palin,TV Personality,27.9998,0.1387,0.14026782,0.05,0,99,6.0,6.0,12.0,7.0,1,13.526519171803963,14.026781018125329,27.553300189929292,5.0,0
11,6,Jennifer Grey,Actor/Actress,29.0,0.1493,0.15234618,0.05,0,99,5.0,2.0,7.0,2.0,0,14.009709211577045,15.234616933576813,29.244326145153856,3.0,0
11,6,Kurt Warner,Athlete,21.9999,0.1436,0.14145224,0.05,0,8,7.0,4.0,11.0,6.0,0,10.628006954612891,14.14522300983439,24.77322996444728,7.0,1
11,6,Kyle Massey,Actor/Actress,29.9999,0.1507,0.15130883,0.05,0,99,4.0,3.0,7.0,2.0,0,14.492754323323801,15.130881940838265,29.623636264162066,2.0,0
11,6,Rick Fox,Athlete,30.0,0.1405,0.14132883,0.05,0,7,3.0,5.0,8.0,4.0,0,14.49280263266591,14.132882010698259,28.625684643364167,4.0,0
11,7,Brandy,Singer/Rapper,36.5,0.189,0.17815433,0.05,0,9,1.0,1.0,2.0,1.0,0,17.505995203836928,17.81543371261735,35.32142891645428,1.0,0
11,7,Bristol Palin,TV Personality,32.5,0.1658,0.16391917,0.05,0,99,6.0,5.0,11.0,6.0,1,15.587529976019185,16.391917655676703,31.97944763169589,5.0,0
11,7,Jennifer Grey,Actor/Actress,36.5,0.1689,0.17135338,0.05,0,99,1.0,3.0,4.0,2.0,0,17.505995203836928,17.135338685413547,34.641333889250475,2.0,0
11,7,Kurt Warner,Athlete,35.0,0.1658,0.16679971,0.05,0,8,3.0,4.0,7.0,3.0,0,16.786570743405278,16.679971667198863,33.46654241060414,4.0,0
11,7,Kyle Massey,Actor/Actress,33.5,0.1724,0.17583998,0.05,0,99,5.0,2.0,7.0,3.0,0,16.06714628297362,17.58399870335995,33.65114498633357,3.0,0
11,7,Rick Fox,Athlete,34.5,0.1381,0.14393339,0.08,1,7,4.0,6.0,10.0,5.0,0,16.546762589928058,14.393339575733583,30.940102165661642,6.0,1
11,8,Brandy,Singer/Rapper,28.5,0.2245,0.21690145,0.05,0,9,1.0,1.0,2.0,1.0,0,21.50943396226415,21.690144566197112,43.19957852846126,1.0,0
11,8,Bristol Palin,TV Personality,23.5,0.1949,0.1968544,0.05,0,99,5.0,4.0,9.0,4.0,1,17.735849056603772,19.68543960629121,37.42128866289498,4.0,0
11,8,Jennifer Grey,Actor/Actress,28.5,0.2088,0.2121095,0.05,0,99,1.0,3.0,4.0,2.0,0,21.50943396226415,21.21094957578101,42.72038353804516,2.0,0
11,8,Kurt Warner,Athlete,24.0,0.1623,0.16077308,0.08,1,8,4.0,5.0,9.0,4.0,1,18.11320754716981,16.07730767845385,34.190515225623656,5.0,1
11,8,Kyle Massey,Actor/Actress,28.0,0.2095,0.21336159,0.05,0,99,3.0,2.0,5.0,3.0,0,21.132075471698116,21.33615857327683,42.46823404497495,3.0,0
11,9,Brandy,Singer/Rapper,28.5,0.2138,0.21694902,0.08,1,9,3.0,4.0,7.0,3.0,1,25.0,21.694902650847077,46.69490265084708,4.0,1
11,9,Bristol Palin,TV Personality,26.5,0.2566,0.23861274,0.05,0,99,4.0,3.0,7.0,3.0,1,23.24561403508772,23.861274715838242,47.10688875092596,3.0,0
11,9,Jennifer Grey,Actor/Actress,30.0,0.2597,0.27100658,0.05,0,99,1.0,2.0,3.0,1.0,0,26.31578947368421,27.100658813019766,53.416448286703975,1.0,0
11,9,Kyle Massey,Actor/Actress,29.0,0.2699,0.27343163,0.05,0,99,2.0,1.0,3.0,1.0,0,25.438596491228072,27.34316382029491,52.78176031152299,2.0,0
11,10,Bristol Palin,TV Personality,25.666600000000003,0.2794,0.284768,0.05,0,99,3.0,3.0,6.0,3.0,1,30.92368897274451,28.476799145696024,59.400488118440535,3.0,1
11,10,Jennifer Grey,Actor/Actress,30.0,0.3512,0.3497396,0.05,0,99,1.0,2.0,3.0,1.0,0,36.1446654088323,34.97395895078123,71.11862435961353,1.0,0
11,10,Kyle Massey,Actor/Actress,27.3332,0.3694,0.36549243,0.05,0,99,2.0,1.0,3.0,1.0,0,32.931645618423175,36.54924190352274,69.48088752194592,2.0,0
12,1,Chelsea Kane,Actor/Actress,21.0,0.0994,0.09817385,0.05,0,99,3.0,4.0,7.0,4.0,0,10.144927536231885,9.817386089729856,19.96231362596174,3.0,0
12,1,Chris Jericho,Athlete,19.0,0.0935,0.09185343,0.05,0,6,5.0,5.0,10.0,6.0,0,9.178743961352657,9.185344019573186,18.364087980925845,6.0,0
12,1,Hines Ward,Athlete,21.0,0.0931,0.09129691,0.05,0,99,3.0,6.0,9.0,5.0,0,10.144927536231885,9.129692013395813,19.274619549627698,5.0,0
12,1,Kendra Wilkinson,TV Personality,18.0,0.0855,0.08774373,0.05,0,7,7.0,8.0,15.0,7.0,0,8.695652173913043,8.77437397395551,17.470026147868552,7.0,0
12,1,Kirstie Alley,Actor/Actress,23.0,0.0974,0.09835781,0.05,0,99,2.0,3.0,5.0,2.0,0,11.11111111111111,9.835782091771812,20.946893202882922,2.0,0
12,1,Mike Catherwood,Radio Personality,13.0,0.0647,0.072335035,0.05,0,2,11.0,11.0,22.0,11.0,1,6.280193236714976,7.233504302918978,13.513697539633954,11.0,1
12,1,Petra Nemcova,Model,18.0,0.0825,0.083550714,0.05,0,5,7.0,10.0,17.0,9.0,0,8.695652173913043,8.355072327413028,17.050724501326073,9.0,0
12,1,Ralph Macchio,Actor/Actress,24.0,0.1009,0.09962779,0.05,0,9,1.0,2.0,3.0,1.0,0,11.594202898550725,9.96278010586859,21.556983004419315,1.0,0
12,1,Romeo,Singer/Rapper,19.0,0.1029,0.10120958,0.05,0,8,5.0,1.0,6.0,3.0,0,9.178743961352657,10.120959123426463,19.299703084779118,4.0,0
12,1,Sugar Ray Leonard,Athlete,17.0,0.0925,0.090291575,0.05,0,4,9.0,7.0,16.0,8.0,0,8.212560386473431,9.029158502236594,17.241718888710025,8.0,0
12,1,Wendy Williams,TV Personality,14.0,0.0875,0.085559465,0.05,0,3,10.0,9.0,19.0,10.0,0,6.763285024154589,8.555947449710166,15.319232473864755,10.0,0
12,2,Chelsea Kane,Actor/Actress,18.0,0.0978,0.09740662,0.05,0,99,7.0,4.0,11.0,6.0,0,8.333333333333332,9.740661980518677,18.07399531385201,6.0,0
12,2,Chris Jericho,Athlete,23.0,0.0924,0.09406834,0.05,0,6,1.0,5.0,6.0,2.0,0,10.648148148148149,9.406833981186333,20.054982129334483,2.0,0
12,2,Hines Ward,Athlete,23.0,0.0908,0.092311986,0.05,0,99,1.0,6.0,7.0,4.0,0,10.648148148148149,9.231198581537603,19.87934672968575,3.0,0
12,2,Kendra Wilkinson,TV Personality,19.0,0.0895,0.08863921,0.05,0,7,6.0,8.0,14.0,7.0,0,8.796296296296296,8.863920982272159,17.660217278568453,7.0,0
12,2,Kirstie Alley,Actor/Actress,20.0,0.1027,0.098381765,0.05,0,99,5.0,3.0,8.0,5.0,0,9.25925925925926,9.838176480323648,19.097435739582906,5.0,0
12,2,Mike Catherwood,Radio Personality,17.0,0.0674,0.06619079,0.08,1,2,9.0,11.0,20.0,11.0,1,7.87037037037037,6.619078986761842,14.489449357132212,11.0,1
12,2,Petra Nemcova,Model,18.0,0.085,0.08554648,0.05,0,5,7.0,10.0,17.0,9.0,0,8.333333333333332,8.554647982890703,16.887981316224035,9.0,0
12,2,Ralph Macchio,Actor/Actress,21.0,0.0946,0.098422065,0.05,0,9,4.0,2.0,6.0,2.0,0,9.722222222222223,9.842206480315587,19.56442870253781,4.0,0
12,2,Romeo,Singer/Rapper,23.0,0.1014,0.10130313,0.05,0,8,1.0,1.0,2.0,1.0,0,10.648148148148149,10.130312979739376,20.778461127887525,1.0,0
12,2,Sugar Ray Leonard,Athlete,17.0,0.0929,0.090556026,0.05,0,4,9.0,7.0,16.0,8.0,0,7.87037037037037,9.055602581888795,16.925972952259166,8.0,0
12,2,Wendy Williams,TV Personality,17.0,0.0855,0.08717359,0.05,0,3,9.0,9.0,18.0,10.0,0,7.87037037037037,8.717358982565282,16.587729352935654,10.0,0
12,3,Chelsea Kane,Actor/Actress,23.0,0.1072,0.10561778,0.05,0,99,3.0,3.0,6.0,1.0,0,10.74766355140187,10.56177756696712,21.309441118368987,2.0,0
12,3,Chris Jericho,Athlete,21.0,0.1012,0.101087965,0.05,0,6,5.0,6.0,11.0,7.0,0,9.813084112149532,10.108796085539359,19.921880197688893,8.0,0
12,3,Hines Ward,Athlete,25.0,0.1005,0.10180942,0.05,0,99,1.0,5.0,6.0,1.0,0,11.682242990654206,10.180941582581395,21.8631845732356,1.0,0
12,3,Kendra Wilkinson,TV Personality,23.0,0.0972,0.09784113,0.05,0,7,3.0,8.0,11.0,7.0,0,10.74766355140187,9.784112598851383,20.53177615025325,4.0,0
12,3,Kirstie Alley,Actor/Actress,21.0,0.1076,0.10623426,0.05,0,99,5.0,2.0,7.0,3.0,0,9.813084112149532,10.62342556443955,20.436509676589083,5.0,0
12,3,Petra Nemcova,Model,25.0,0.0928,0.09539541,0.05,0,5,1.0,9.0,10.0,6.0,0,11.682242990654206,9.539540608878834,21.22178359953304,3.0,0
12,3,Ralph Macchio,Actor/Actress,21.0,0.0999,0.10537969,0.05,0,9,5.0,4.0,9.0,4.0,0,9.813084112149532,10.537968567943286,20.35105268009282,7.0,0
12,3,Romeo,Singer/Rapper,20.0,0.1135,0.11016717,0.05,0,8,8.0,1.0,9.0,4.0,0,9.345794392523365,11.01671654831462,20.362510940837986,6.0,0
12,3,Sugar Ray Leonard,Athlete,20.0,0.1029,0.09924688,0.05,0,4,8.0,7.0,15.0,9.0,0,9.345794392523365,9.924687593087809,19.270481985611173,9.0,0
12,3,Wendy Williams,TV Personality,15.0,0.0772,0.077220336,0.08,1,3,10.0,10.0,20.0,10.0,1,7.009345794392523,7.722033283396634,14.731379077789157,10.0,1
12,4,Chelsea Kane,Actor/Actress,26.0,0.1195,0.11620816,0.05,0,99,1.0,4.0,5.0,1.0,0,12.62135922330097,11.620815662996346,24.242174886297317,1.0,0
12,4,Chris Jericho,Athlete,23.0,0.108,0.11174862,0.05,0,6,4.0,6.0,10.0,6.0,0,11.165048543689322,11.174861675929012,22.339910219618332,6.0,0
12,4,Hines Ward,Athlete,25.0,0.1111,0.112101555,0.05,0,99,2.0,5.0,7.0,4.0,0,12.135922330097088,11.2101551749055,23.34607750500259,3.0,0
12,4,Kendra Wilkinson,TV Personality,18.0,0.1066,0.109054394,0.05,0,7,9.0,7.0,16.0,8.0,0,8.737864077669903,10.905439083742268,19.64330316141217,8.0,0
12,4,Kirstie Alley,Actor/Actress,22.0,0.1168,0.118021905,0.05,0,99,7.0,2.0,9.0,5.0,0,10.679611650485436,11.802190157736485,22.48180180822192,5.0,0
12,4,Petra Nemcova,Model,23.0,0.1066,0.10716746,0.05,0,5,4.0,8.0,12.0,7.0,0,11.165048543689322,10.716745689214376,21.881794232903697,7.0,0
12,4,Ralph Macchio,Actor/Actress,25.0,0.1202,0.1171742,0.05,0,9,2.0,3.0,5.0,1.0,0,12.135922330097088,11.71741966019483,23.853341990291916,2.0,0
12,4,Romeo,Singer/Rapper,23.0,0.1225,0.12007334,0.05,0,8,4.0,1.0,5.0,1.0,0,11.165048543689322,12.007333651787325,23.172382195476647,4.0,0
12,4,Sugar Ray Leonard,Athlete,21.0,0.0888,0.088450395,0.08,1,4,8.0,9.0,17.0,9.0,1,10.194174757281553,8.845039243493863,19.039214000775416,9.0,1
12,5,Chelsea Kane,Actor/Actress,26.0,0.1354,0.13306041,0.05,0,99,2.0,2.0,4.0,2.0,0,13.402061855670103,13.306040933469795,26.7081027891399,2.0,0
12,5,Chris Jericho,Athlete,26.0,0.124,0.12654595,0.05,0,6,2.0,6.0,8.0,4.0,0,13.402061855670103,12.654594936727026,26.056656792397128,4.0,0
12,5,Hines Ward,Athlete,27.0,0.1246,0.12699784,0.05,0,99,1.0,5.0,6.0,3.0,0,13.917525773195877,12.69978393650108,26.617309709696954,3.0,0
12,5,Kendra Wilkinson,TV Personality,22.0,0.1233,0.12028411,0.05,0,7,6.0,7.0,13.0,7.0,0,11.34020618556701,12.028410939857945,23.368617125424954,7.0,0
12,5,Kirstie Alley,Actor/Actress,23.0,0.126,0.13137776,0.05,0,99,5.0,3.0,8.0,4.0,0,11.855670103092782,13.137775934311122,24.993446037403906,5.0,0
12,5,Petra Nemcova,Model,22.0,0.0958,0.096413635,0.08,1,5,6.0,8.0,14.0,8.0,1,11.34020618556701,9.641363451793183,20.981569637360195,8.0,1
12,5,Ralph Macchio,Actor/Actress,22.0,0.1373,0.1308124,0.05,0,9,6.0,4.0,10.0,6.0,0,11.34020618556701,13.0812399345938,24.42144612016081,6.0,0
12,5,Romeo,Singer/Rapper,26.0,0.1337,0.1345079,0.05,0,8,2.0,1.0,3.0,1.0,0,13.402061855670103,13.450789932746051,26.852851788416153,1.0,0
12,6,Chelsea Kane,Actor/Actress,28.0,0.1498,0.15045005,0.05,0,99,1.0,3.0,4.0,2.0,0,15.555555555555555,15.045004247749786,30.60055980330534,2.0,0
12,6,Chris Jericho,Athlete,22.0,0.1143,0.11305187,0.08,1,6,7.0,7.0,14.0,7.0,1,12.222222222222221,11.305186434740676,23.527408656962898,7.0,1
12,6,Hines Ward,Athlete,27.0,0.1392,0.14179039,0.05,0,99,3.0,5.0,8.0,4.0,0,15.0,14.179038291048082,29.17903829104808,4.0,0
12,6,Kendra Wilkinson,TV Personality,25.0,0.1372,0.13962689,0.05,0,7,5.0,6.0,11.0,6.0,0,13.88888888888889,13.962688301865583,27.851577190754472,6.0,0
12,6,Kirstie Alley,Actor/Actress,26.0,0.1525,0.1541398,0.05,0,99,4.0,1.0,5.0,3.0,0,14.444444444444443,15.413979229301036,29.858423673745477,3.0,0
12,6,Ralph Macchio,Actor/Actress,24.0,0.1502,0.1473033,0.05,0,9,6.0,4.0,10.0,5.0,0,13.333333333333334,14.730329263483535,28.06366259681687,5.0,0
12,6,Romeo,Singer/Rapper,28.0,0.1569,0.15363775,0.05,0,8,1.0,2.0,3.0,1.0,0,15.555555555555555,15.363774231811286,30.91932978736684,1.0,0
12,7,Chelsea Kane,Actor/Actress,32.0,0.1761,0.17276229,0.05,0,99,3.0,3.0,6.0,2.0,0,16.976127320954905,17.276230382098433,34.252357703053335,2.0,0
12,7,Hines Ward,Athlete,33.0,0.1619,0.16606961,0.05,0,99,1.0,5.0,6.0,2.0,0,17.50663129973475,16.60696232855699,34.11359362829174,3.0,0
12,7,Kendra Wilkinson,TV Personality,30.5,0.1308,0.13206744,0.08,1,7,4.0,6.0,10.0,6.0,1,16.180371352785148,13.206745056539607,29.387116409324754,6.0,1
12,7,Kirstie Alley,Actor/Actress,30.0,0.1742,0.17948292,0.05,0,99,5.0,1.0,6.0,2.0,0,15.915119363395224,17.948293435863473,33.8634127992587,4.0,0
12,7,Ralph Macchio,Actor/Actress,33.0,0.1751,0.17144065,0.05,0,9,1.0,4.0,5.0,1.0,0,17.50663129973475,17.14406637152531,34.65069767126006,1.0,0
12,7,Romeo,Singer/Rapper,30.0,0.1818,0.17817701,0.05,0,8,5.0,2.0,7.0,5.0,0,15.915119363395224,17.817702425416197,33.73282178881142,5.0,0
12,8,Chelsea Kane,Actor/Actress,27.5,0.2055,0.211319,0.05,0,99,1.0,1.0,2.0,1.0,0,21.153846153846153,21.1319,42.285746153846155,1.0,0
12,8,Hines Ward,Athlete,27.0,0.2055,0.20389885,0.05,0,99,2.0,4.0,6.0,2.0,0,20.76923076923077,20.389885,41.159115769230766,2.0,0
12,8,Kirstie Alley,Actor/Actress,26.5,0.2055,0.2055003,0.05,0,99,3.0,3.0,6.0,2.0,0,20.384615384615383,20.55003,40.93464538461538,3.0,0
12,8,Ralph Macchio,Actor/Actress,23.0,0.2125,0.20882425,0.05,0,9,5.0,2.0,7.0,4.0,0,17.692307692307693,20.882424999999998,38.57473269230769,4.0,0
12,8,Romeo,Singer/Rapper,26.0,0.1711,0.1704576,0.08,1,8,4.0,5.0,9.0,5.0,1,20.0,17.045759999999998,37.04576,5.0,1
12,9,Chelsea Kane,Actor/Actress,36.5,0.2593,0.2608919,0.05,0,99,1.0,2.0,3.0,1.0,0,31.06382978723404,26.089192087135366,57.15302187436941,1.0,0
12,9,Hines Ward,Athlete,30.0,0.2593,0.25815046,0.05,0,99,2.0,3.0,5.0,3.0,0,25.53191489361702,25.81504806520385,51.34696295882087,2.0,0
12,9,Kirstie Alley,Actor/Actress,27.0,0.2653,0.26426506,0.05,0,99,3.0,1.0,4.0,2.0,0,22.97872340425532,26.42650811412065,49.40523151837597,3.0,0
12,9,Ralph Macchio,Actor/Actress,24.0,0.216,0.2166925,0.08,1,9,4.0,4.0,8.0,4.0,1,20.425531914893615,21.669251733540136,42.09478364843375,4.0,1
12,10,Chelsea Kane,Actor/Actress,29.666600000000003,0.3556,0.32437187,0.05,0,99,1.0,2.0,3.0,1.0,0,33.969480071129965,32.43718797311564,66.4066680442456,2.0,0
